"STATION","NAME","DATE","TMAX","TMIN"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-02","19.4","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-03","24.4","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-04","22.8","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-05","20.0","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-06","17.8","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-07","20.0","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-08","21.7","5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-09","21.7","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-10","22.8","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-11","18.9","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-12","11.7","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-13","11.1","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-14","14.4","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-15","15.0","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-16","17.8","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-17","23.3","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-18","16.1","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-19","15.0","5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-20","20.6","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-21","19.4","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-22","15.0","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-23","21.1","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-24","24.4","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-25","27.2","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-26","25.6","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-27","28.3","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-28","31.7","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-29","33.3","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-30","31.7","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05-31","29.4","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-01","26.1","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-02","25.0","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-03","24.4","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-04","24.4","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-05","27.2","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-06","28.3","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-07","26.1","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-08","27.2","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-09","25.0","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-10","20.0","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-11","20.0","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-12","21.1","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-13","22.8","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-14","24.4","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-15","26.7","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-16","31.1","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-17","32.8","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-18","31.1","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-19","27.8","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-20","27.8","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-21","23.9","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-22","27.8","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-23","25.0","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-24","25.6","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-25","26.7","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-26","26.7","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-27","26.7","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-28","27.2","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-29","25.0","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06-30","27.2","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-01","31.1","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-02","30.6","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-03","26.7","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-04","28.9","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-05","27.2","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-06","25.0","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-07","27.8","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-08","28.3","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-09","28.9","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-10","27.2","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-11","26.7","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-12","26.7","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-13","29.4","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-14","28.9","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-15","32.8","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-16","35.0","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-17","32.8","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-18","31.7","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-19","28.9","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-20","28.9","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-21","27.2","19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-22","25.6","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-23","27.2","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-24","29.4","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-25","28.3","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-26","29.4","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-27","28.9","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-28","29.4","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-29","32.8","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-30","31.7","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07-31","35.0","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-01","35.0","25.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-02","33.9","24.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-03","33.3","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-04","30.0","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-05","28.3","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-06","29.4","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-07","30.0","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-08","27.8","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-09","27.2","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-10","28.3","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-11","27.8","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-12","26.7","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-13","28.3","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-14","27.2","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-15","28.3","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-16","28.3","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-17","28.3","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-18","27.8","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-19","26.1","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-20","25.0","16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-21","27.8","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-22","28.9","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-23","27.8","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-24","26.7","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-25","27.2","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-26","27.2","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-27","25.6","20.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-28","22.2","17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-29","23.9","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-30","24.4","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08-31","23.3","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-01","21.1","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-02","22.2","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-03","22.8","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-04","23.9","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-05","25.6","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-06","26.1","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-07","26.1","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-08","28.3","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-09","26.1","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-10","17.2","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-11","18.9","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-12","20.6","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-13","23.9","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-14","20.6","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-15","20.6","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-16","22.8","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-17","27.2","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-18","26.1","14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-19","16.7","9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-20","15.0","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-21","18.3","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-22","17.2","10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-23","22.2","15.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-24","19.4","13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-25","20.6","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-26","21.1","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-27","22.8","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-28","17.8","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-29","16.1","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09-30","15.0","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-01","20.6","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-02","21.1","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-03","25.6","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-04","23.9","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-05","14.4","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-06","15.0","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-07","18.9","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-08","23.3","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-09","23.9","8.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-10","21.1","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-11","16.7","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-12","13.3","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-13","6.1","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-14","10.6","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-15","11.7","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-16","12.2","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-17","13.9","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-18","17.2","11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-19","16.1","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-20","9.4","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-21","13.3","5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-22","12.2","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-23","5.0","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-24","8.3","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-25","8.9","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-26","9.4","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-27","7.2","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-28","7.8","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-29","11.1","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-30","20.6","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10-31","17.2","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-01","7.8","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-02","3.9","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-03","3.3","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-04","7.2","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-05","11.7","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-06","16.1","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-07","11.7","7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-08","9.4","8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-09","20.0","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-10","13.9","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-11","7.2","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-12","4.4","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-13","3.9","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-14","6.1","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-15","7.8","2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-16","6.1","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-17","5.0","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-18","5.0","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-19","3.9","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-20","5.0","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-21","5.6","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-22","9.4","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-23","13.3","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-24","9.4","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-25","13.3","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-26","14.4","7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-27","16.7","6.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-28","16.7","8.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-29","17.2","11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11-30","16.7","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-01","3.3","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-02","2.2","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-03","-0.6","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-04","-5.0","-7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-05","-2.2","-7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-06","4.4","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-07","2.8","-7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-08","-2.8","-8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-09","3.9","-6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-10","8.9","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-11","10.6","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-12","8.3","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-13","9.4","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-14","10.6","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-15","10.0","3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-16","7.2","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-17","11.7","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-18","8.3","0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-19","6.1","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-20","7.2","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-21","3.9","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-22","12.2","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-23","10.6","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-24","7.2","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-25","3.9","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-26","3.3","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-27","3.9","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-28","7.2","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-29","5.0","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-30","10.0","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12-31","6.7","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-01","10.0","1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-02","7.2","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-03","8.9","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-04","8.9","2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-05","10.0","6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-06","8.9","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-07","3.3","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-08","1.1","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-09","1.1","-3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-10","-0.6","-7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-11","5.0","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-12","10.0","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-13","9.4","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-14","-0.6","-2.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-15","0.0","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-16","-1.1","-9.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-17","-2.2","-12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-18","0.0","-7.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-19","-0.6","-4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-20","-3.9","-10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-21","-3.3","-10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-22","-3.3","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-23","-1.7","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-24","-0.6","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-25","-3.9","-10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-26","0.0","-15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-27","3.9","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-28","-1.1","-8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-29","-5.6","-13.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-30","-3.3","-8.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01-31","-4.4","-12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-01","-2.8","-11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-02","-4.4","-10.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-03","-8.3","-17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-04","-13.3","-19.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-05","-10.6","-21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-06","-11.1","-18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-07","-5.0","-16.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-08","-4.4","-14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-09","-3.3","-14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-10","-3.9","-11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-11","-5.6","-13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-12","-0.6","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-13","-3.3","-11.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-14","-7.2","-12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-15","-6.1","-17.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-16","-5.0","-14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-17","-3.3","-14.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-18","-3.9","-8.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-19","2.2","-12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-20","6.7","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-21","4.4","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-22","2.8","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-23","-0.6","-11.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-24","-3.3","-10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-25","0.0","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-26","0.6","-0.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-27","3.3","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02-28","3.3","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-01","1.7","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-02","2.8","-2.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-03","-0.6","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-04","1.1","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-05","-1.1","-6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-06","-6.1","-16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-07","-1.7","-10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-08","2.2","-12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-09","7.2","-7.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-10","11.1","1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-11","11.7","-1.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-12","9.4","0.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-13","22.8","3.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-14","21.1","12.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-15","13.3","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-16","4.4","-5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-17","3.3","-6.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-18","3.9","-5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-19","8.3","-1.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-20","7.8","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-21","13.3","-3.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-22","17.8","10.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-23","16.1","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-24","18.3","5.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-25","17.2","4.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03-26","26.1","9.4"
